Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
opioiddays_bl,family_history_and_asi,,text,About how many days has it been since you last used Opioids? ,,,number,,,,[drugsince_sp_bl(11)] = '1',y,,,,,
cokefreq_bl,family_history_and_asi,,text,"About how many times have you used Cocaine, Crack, or Amphetamines since you last used a psychedelic?",,,number,,,,[drugsince_sp_bl(12)] = '1',y,RH,,,,
cokedays_bl,family_history_and_asi,,text,"About how many days has it been since you last used Cocaine, Crack, or Amphetamines? ",,,number,,,,[drugsince_sp_bl(12)] = '1',y,,,,,
alcfreq_bl,family_history_and_asi,,text,About how many times have you used Alcohol since you last used a psychedelic?,,,number,,,,[drugsince_sp_bl(13)] = '1',y,RH,,,,
alcdays_bl,family_history_and_asi,,text,About how many days has it been since you last used Alcohol? ,,,number,,,,[drugsince_sp_bl(13)] = '1',y,,,,,
inhalantsfreq_bl,family_history_and_asi,,text,About how many times have you used Inhalants since you last used a psychedelic?,,,number,,,,[drugsince_sp_bl(14)] = '1',y,RH,,,,
inhalantsdays_bl,family_history_and_asi,,text,About how many days has it been since you last used Inhalants? ,,,number,,,,[drugsince_sp_bl(14)] = '1',y,,,,,
otherdrug_bl,family_history_and_asi,,notes,"Please list any any other psychoactive drugs we haven't discussed that you have used since last using a psychedelic, including how many days it has been since you last used it and how many times you've used it since last taking a psychedelic.  ",,,,,,,"[cope_pw]=""rawraskforfollowup"" and [student_yn]='1'",,,,,,
newrx_bl,family_history_and_asi,,yesno,Have you started any new psychiatric medications since you last took a psychedelic? ,,,,,,,"[cope_pw]=""rawraskforfollowup"" and [student_yn]='1'",y,,,,,
newrxname_bl,family_history_and_asi,,notes,Please list any medications you have started since last taking a psychedelic. ,,,,,,,[newrx_bl] = '1' and [student_yn]='1',,,,,,
family_hx_psychosis,family_history_and_asi,"Module: Family Psychosis History
<em>Your Questionnaires Progress:</em></p> <div class=""progress"" style=""height: 15px; width: 50%;""><br>  <div class=""progress-bar"" style=""width: 85%;"" role=""progressbar"">85%</div> </div> <p> </p> <div style=""font-size: 8pt; font-family: cursive;""> </div> <p> </p></div>",radio,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Have any of your biological (</span>blood-related<span style=""font-weight: normal;"">) relatives been </span><em>diagnosed</em><span style=""font-weight: normal;""> with or </span><em>experienced</em><span style=""font-weight: normal;""> symptoms of </span>psychosis?</p> <p><span style=""font-weight: normal;"">(This includes </span>seeing, hearing, feeling, tasting etc. things that others cannot<span style=""font-weight: normal;"">, having </span>beliefs that don't make sense and cannot be changed by disproving evidence<span style=""font-weight: normal;"">)</span></p> <p><span style=""font-weight: normal;""> (Disorders related to psychosis include: </span>Schizophrenia, Schizoaffective disorder, Bipolar disorder <em>with Psychotic Features</em>, Depression <em>with Psychotic Features</em>, Delusional Disorder, Brief Psychotic Disorder<span style=""font-weight: normal;"">, </span>Substance-Induced Psychotic Disorder, Psychotic Disorder Due to a Medical Condition <span style=""font-weight: normal;"">or </span>Psychosis NOS (Not Otherwise Specified<span style=""font-weight: normal;"">) )</span></p></div>","1, Yes | 2, No | 3, I'm not sure",,,,,,,y,,,,,
whichrelatives_psychosis,family_history_and_asi,,checkbox,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Which </span>blood-related relative(s)<span style=""font-weight: normal;""> have experienced psychosis or related conditions (these include: </span>schizophrenia<span style=""font-weight: normal;"">, </span>schizoaffective disorder<span style=""font-weight: normal;"">, </span>bipolar disorder <em>with psychotic features</em><span style=""font-weight: normal;"">, </span>Depression <em>with Psychotic Features</em><span style=""font-weight: normal;"">, </span>Delusional Disorder<span style=""font-weight: normal;"">, </span>Brief Psychotic Disorder<span style=""font-weight: normal;"">, or </span>Psychosis NOS <span style=""font-weight: normal;"">(</span><span style=""font-weight: normal;"">Not Otherwise Specified)</span><span style=""font-weight: normal;"">)? </span><br><em><span style=""font-weight: normal;"">(Please check all that apply)</span></em></p></div>","1, Father | 2, Mother | 3, Twin | 4, Sibling(s) | 5, Son | 6, Daughter | 7, Grandparent(s) | 8, Aunt(s) / Uncle(s) | 9, Cousin(s) | 10, Other",,,,,,[family_hx_psychosis]='1' or [family_hx_psychosis]='3',y,,,,,
twin_type,family_history_and_asi,,checkbox,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Is your twin </span>identical<span style=""font-weight: normal;""> <em>(same exact</em> <em>appearance</em>) or </span>fraternal<span style=""font-weight: normal;""> (<em>different appearance and/or sex</em>) </span></p></div>","1, Identical (they looked the same as me in childhood) | 2, Fraternal (they are like a brother/sister but the same age)",,,,,,[whichrelatives_psychosis(3)]='1',y,,,,,
othersspecified,family_history_and_asi,,notes,"In the previous question, you selected 'Other' when identifying relatives with psychosis. Please specify the relationship and any additional details you feel are relevant.",,,,,,,[whichrelatives_psychosis(10)] = '1',y,,,,,
suspicion_yn_psychosis_dad,family_history_and_asi,,radio,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Did your </span>father<span style=""font-weight: normal;""> tell you that he was </span>diagnosed<span style=""font-weight: normal;""> by a healthcare professional, or did you just </span>know<span style=""font-weight: normal;""> that he experienced hallucinations (seeing or hearing things that aren't there) or delusions (strongly believing things that are not based in reality)?</span></p></div>","1, Diagnosed by a healthcare professional | 2, Strongly suspected of experiencing hallucinations/delusions | 3, I'm not sure",,,,,,([family_hx_psychosis]='1' or [family_hx_psychosis]='3') and [whichrelatives_psychosis(1)]='1',y,,,,,
suspicion_yn_psychosis_mom,family_history_and_asi,,radio,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Did your </span>mother<span style=""font-weight: normal;""> tell you that</span> <span style=""font-weight: normal;"">she</span> <span style=""font-weight: normal;"">was </span>diagnosed<span style=""font-weight: normal;""> by a healthcare professional, or did you just </span>know<span style=""font-weight: normal;""> that she experienced hallucinations (seeing or hearing things that aren't there) or delusions (strongly believing things that are not based in reality)?</span></p></div>","1, Diagnosed by a healthcare professional | 2, Strongly suspected of experiencing hallucinations/delusions | 3, I'm not sure",,,,,,([family_hx_psychosis]='1' or [family_hx_psychosis]='3') and [whichrelatives_psychosis(2)]='1',,,,,,
suspicion_yn_psychosis_twin,family_history_and_asi,,radio,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Did your </span>twin<span style=""font-weight: normal;""> tell you that he/she was </span>diagnosed<span style=""font-weight: normal;""> by a healthcare professional, or did you just </span>know<span style=""font-weight: normal;""> that he/she experienced hallucinations (seeing or hearing things that aren't there) or delusions (strongly believing things that are not based in reality)?</span></p></div>","1, Diagnosed by a healthcare professional | 2, Strongly suspected of experiencing hallucinations/delusions | 3, I'm not sure",,,,,,([family_hx_psychosis]='1' or [family_hx_psychosis]='3') and [whichrelatives_psychosis(3)]='1',,,,,,
